Matteo 1:1	Genealogia di Gesù Cristo figlio di Davide, figlio di Abrahamo.
1 Timoteo 5:17	Gli anziani che esercitano bene la presidenza siano reputati degni di doppio onore, specialmente quelli che faticano nella predicazione e nell’insegnamento,
1 Timoteo 5:18	poiché la Scrittura dice: “Non mettere la museruola al bue che trebbia” e “Il lavoratore è degno del suo salario”.
1 Timoteo 5:19	Non ricevere accusa contro un anziano, se non sulla deposizione di due o tre testimoni.
1 Timoteo 5:20	Quelli che peccano, riprendili in presenza di tutti, affinché anche gli altri abbiano timore.
1 Timoteo 5:21	Io ti scongiuro, dinanzi a Dio, dinanzi a Cristo Gesù e agli angeli eletti, che tu osservi queste cose senza prevenzione, non facendo nulla con parzialità.
1 Timoteo 5:22	Non imporre frettolosamente le mani su nessuno, e non partecipare ai peccati altrui; conservati puro.
1 Timoteo 5:23	Non continuare a bere acqua soltanto, ma prendi un po’ di vino a motivo del tuo stomaco e delle tue frequenti infermità.
1 Timoteo 5:24	I peccati di alcuni uomini sono manifesti prima del giudizio, mentre quelli di altri dopo.
1 Timoteo 5:25	Similmente, anche le opere buone sono manifeste, e quelle che non lo sono non possono rimanere occulte.
1 Timoteo 6:1	Tutti coloro che sono sotto il giogo della schiavitù reputino i loro padroni come degni di ogni onore, affinché il nome di Dio e la dottrina non vengano biasimati.
1 Timoteo 6:2	E quelli che hanno padroni credenti non li disprezzino, perché sono fratelli, ma tanto più li servano, perché quelli che ricevono il beneficio del loro servizio sono fedeli e diletti. Queste cose insegna e a esse esorta.
1 Timoteo 6:3	Se qualcuno insegna una dottrina diversa e non si attiene alle sane parole del nostro Signore Gesù Cristo e alla dottrina che è secondo devozione,
1 Timoteo 6:4	è gonfio e non sa nulla; ma langue intorno a questioni e dispute di parole, dalle quali nascono invidia, contesa, maldicenza, cattivi sospetti,
1 Timoteo 6:5	acerbe discussioni di uomini corrotti di mente e privati della verità, i quali considerano la devozione una fonte di guadagno.
1 Timoteo 6:6	Ora, la devozione con animo contento del proprio stato è un grande guadagno,
1 Timoteo 6:7	poiché non abbiamo portato nulla nel mondo, perché non ne possiamo neanche portare via nulla,
1 Timoteo 6:8	ma avendo di che nutrirci e di che coprirci, saremo di questo contenti.
1 Timoteo 6:9	Ma quelli che vogliono arricchirsi cadono in tentazione, nel laccio, e in molte insensate e funeste concupiscenze, che affondano gli uomini nella distruzione e nella perdizione.
1 Timoteo 6:10	Poiché l’amore del denaro è radice di ogni sorta di mali, e alcuni che l’hanno desiderato si sono sviati dalla fede e si sono trafitti di molti dolori.
1 Timoteo 6:11	Ma tu, o uomo di Dio, fuggi queste cose, e ricerca la rettitudine, la devozione, la fede, l’amore, la costanza, la mansuetudine.
1 Timoteo 6:12	Combatti il buon combattimento della fede, afferra la vita eterna alla quale sei stato chiamato e in vista della quale facesti quella bella confessione in presenza di molti testimoni.
1 Timoteo 6:13	Nel cospetto di Dio che vivifica tutte le cose, e di Cristo Gesù che rese testimonianza dinanzi a Ponzio Pilato con quella bella confessione,
1 Timoteo 6:14	io ti ordino di osservare il comandamento divino da uomo immacolato, irreprensibile, fino all’apparizione del nostro Signore Gesù Cristo,
1 Timoteo 6:15	la quale sarà a suo tempo manifestata dal beato e unico Sovrano, il Re dei re e Signore dei signori,
1 Timoteo 6:16	il quale solo possiede l’immortalità e abita una luce inaccessibile; il quale nessun uomo ha veduto né può vedere; al quale siano onore e dominio eterno. Amen.
1 Timoteo 6:17	A quelli che sono ricchi in questo mondo ordina che non siano di animo altero, che non ripongano la loro speranza nell’incertezza delle ricchezze, ma in Dio, il quale ci offre copiosamente ogni cosa perché ne godiamo;
1 Timoteo 6:18	che facciano del bene, che siano ricchi di buone opere, pronti a dare, a condividere i loro averi,
1 Timoteo 6:19	in modo da farsi un tesoro ben fondato per l’avvenire, al fine di conseguire la vera vita.
1 Timoteo 6:20	O Timoteo, custodisci quello che ti è stato affidato, evitando le ciance profane e le opposizioni di quella che è falsamente chiamata conoscenza,
1 Timoteo 6:21	facendo professione della quale alcuni si sono sviati dalla fede. La grazia sia con voi.
2 Timoteo 1:1	Paolo, apostolo di Cristo Gesù per volontà di Dio, secondo la promessa della vita che è in Cristo Gesù,
2 Timoteo 1:2	a Timoteo, mio diletto figlio, grazia, misericordia, pace da Dio Padre e da Cristo Gesù nostro Signore.
2 Timoteo 1:3	Io rendo grazie a Dio, il quale servo con pura coscienza, come l’hanno servito i miei antenati, ricordandomi sempre di te nelle mie preghiere giorno e notte,
2 Timoteo 1:4	bramando, memore come sono delle tue lacrime, di vederti per essere ricolmo di allegrezza.
2 Timoteo 1:5	Io ricordo infatti la fede non finta che è in te, la quale abitò prima in tua nonna Loide e in tua madre Eunice, e, sono persuaso, abita anche in te.
2 Timoteo 1:6	Per questa ragione ti ricordo di ravvivare il dono di Dio che è in te mediante l’imposizione delle mie mani.
2 Timoteo 1:7	Poiché Dio ci ha dato uno spirito non di timidezza, ma di forza e di amore e di correzione.
2 Timoteo 1:8	Non avere dunque vergogna della testimonianza del nostro Signore, né di me che sono in catene per lui; ma soffri anche tu per il Vangelo, sorretto dal potere di Dio,
2 Timoteo 1:9	il quale ci ha salvato e ci ha rivolto una santa chiamata, non secondo le nostre opere, ma secondo il suo proponimento e la grazia che ci è stata fatta in Cristo Gesù fin dall’eternità,
2 Timoteo 1:10	ma che è stata ora manifestata con l’apparizione del nostro Salvatore Cristo Gesù, il quale ha distrutto la morte e ha fatto risplendere la vita e l’immortalità mediante il Vangelo,
2 Timoteo 1:11	in vista del quale io sono stato costituito predicatore e apostolo e insegnante.
2 Timoteo 1:12	Ed è pure per questa ragione che soffro queste cose; ma non me ne vergogno, perché so in chi ho creduto, e sono persuaso che egli è potente da custodire ciò che mi è stato affidato fino a quel giorno.
2 Timoteo 1:13	Attieniti con fede e con l’amore che è in Cristo Gesù al modello delle sane parole che udisti da me.
2 Timoteo 1:14	Custodisci ciò che di buono ti è stato affidato per mezzo dello Spirito Santo che abita in noi.
2 Timoteo 1:15	Tu sai questo: che tutti quelli che sono in Asia mi hanno abbandonato, fra i quali Figello ed Ermogene.
2 Timoteo 1:16	Conceda il Signore misericordia alla famiglia di Onesiforo, poiché egli mi ha spesse volte confortato e non si è vergognato della mia catena;
2 Timoteo 1:17	anzi, quando è venuto a Roma, mi ha cercato premurosamente e mi ha trovato.
2 Timoteo 1:18	Gli conceda il Signore di trovare misericordia presso il Signore in quel giorno; e quanti servizi egli abbia reso a Efeso, tu lo sai molto bene.
2 Timoteo 2:1	Tu dunque, figlio mio, fortificati nella grazia che è in Cristo Gesù,
2 Timoteo 2:2	e le cose che hai udito da me in presenza di molti testimoni, affidale a uomini fedeli, che siano capaci di insegnarle anche ad altri.
2 Timoteo 2:3	Sopporta anche tu le sofferenze, come un buon soldato di Cristo Gesù.
2 Timoteo 2:4	Uno che va in guerra non si fa prendere dalle faccende della vita e ciò al fine di piacere a colui che l’ha arruolato.
2 Timoteo 2:5	Parimenti, se uno lotta come atleta non è coronato, se non ha lottato secondo le regole.
2 Timoteo 2:6	Il lavoratore che fatica deve essere il primo ad avere la sua parte dei frutti.
2 Timoteo 2:7	Considera quello che dico, poiché il Signore ti darà intelligenza in ogni cosa.
2 Timoteo 2:8	Ricordati di Gesù Cristo, risorto dai morti, progenie di Davide, secondo il mio Vangelo,
2 Timoteo 2:9	per il quale io soffro afflizione fino a essere incatenato come un malfattore, ma la parola di Dio non è incatenata.
2 Timoteo 2:10	Perciò io sopporto ogni cosa per amore degli eletti, affinché anch’essi conseguano la salvezza che è in Cristo Gesù con gloria eterna.
2 Timoteo 2:11	Certa è questa parola: che se moriamo con lui, con lui anche vivremo;
2 Timoteo 2:12	se abbiamo costanza nella prova, con lui altresì regneremo;
2 Timoteo 2:13	se lo rinnegheremo, anch’egli ci rinnegherà; se siamo infedeli, egli rimane fedele, perché non può rinnegare se stesso.
2 Timoteo 2:14	Ricorda loro queste cose, scongiurandoli nel cospetto di Dio che non facciano dispute di parole, che a nulla giovano e sovvertono chi le ascolta.
2 Timoteo 2:15	Sforzati di presentare te stesso approvato dinanzi a Dio: lavoratore che non ha da vergognarsi, che espone rettamente la parola della verità.
2 Timoteo 2:16	Ma evita le ciance profane, perché quelli che le fanno progrediranno sempre più nell’empietà
2 Timoteo 2:17	e la loro parola andrà rodendo come fa la cancrena; fra essi ci sono Imeneo e Fileto,
2 Timoteo 2:18	uomini che si sono sviati dalla verità, dicendo che la risurrezione è già avvenuta, e sovvertono la fede di alcuni.
2 Timoteo 2:19	Tuttavia, il solido fondamento di Dio rimane fermo, portando questo sigillo: “Il Signore conosce quelli che sono suoi” e “Si ritragga dall’iniquità chiunque nomina il nome del Signore”.
2 Timoteo 2:20	Ora, in una grande casa non ci sono soltanto dei vasi d’oro e d’argento, ma anche dei vasi di legno e di terra; gli uni sono destinati a un uso nobile e gli altri a un uso ignobile.
2 Timoteo 2:21	Se dunque uno si conserva puro da quelle cose, sarà un vaso nobile, santificato, atto al servizio del padrone, preparato per ogni opera buona.
2 Timoteo 2:22	Ma fuggi gli appetiti giovanili e ricerca la rettitudine, la fede, l’amore, la pace con quelli che di cuore puro invocano il Signore.
2 Timoteo 2:23	Ma evita le questioni stolte e insensate, sapendo che generano contese.
2 Timoteo 2:24	Ora, il servitore del Signore non deve contendere, ma deve essere mite verso tutti, atto a insegnare, paziente,
2 Timoteo 2:25	correggendo con dolcezza quelli che contraddicono, nel caso in cui Dio conceda loro di ravvedersi per riconoscere la verità,
2 Timoteo 2:26	così che, tornati in sé, escano dal laccio del diavolo, che li aveva presi prigionieri perché facessero la sua volontà.
2 Timoteo 3:1	Ora, sappi questo, che negli ultimi giorni verranno dei tempi difficili,
2 Timoteo 3:2	perché gli uomini saranno egoisti, amanti del denaro, vanagloriosi, superbi, bestemmiatori, disobbedienti ai genitori, ingrati, irreligiosi,
2 Timoteo 3:3	senza affetto, implacabili, calunniatori, intemperanti, spietati, senza amore per il bene,
2 Timoteo 3:4	traditori, temerari, gonfi, amanti del piacere anziché di Dio,
2 Timoteo 3:5	aventi le forme della devozione, ma avendone rinnegato il potere.
2 Timoteo 3:6	Anche questi evita! Poiché fra loro ci sono quelli che si insinuano nelle case e circuiscono donnicciole cariche di peccati, agitate da varie cupidigie,
2 Timoteo 3:7	che imparano sempre e non possono mai pervenire alla conoscenza della verità.
2 Timoteo 3:8	E come Iannè e Iambrè contrastarono Mosè, così anche costoro contrastano la verità: uomini corrotti di mente, disapprovati quanto alla fede.
2 Timoteo 3:9	Ma non andranno oltre, perché la loro stoltezza sarà manifesta a tutti, come fu quella di quegli uomini.
2 Timoteo 3:10	Quanto a te, tu hai seguito da vicino il mio insegnamento, la mia condotta, i miei propositi, la mia fede, la mia pazienza, il mio amore, la mia costanza,
2 Timoteo 3:11	le mie persecuzioni, le mie sofferenze, quello che mi avvenne ad Antiochia, a Iconio e a Listra. Sai quali persecuzioni ho sopportato, e il Signore mi ha liberato da tutte.
2 Timoteo 3:12	E d’altronde tutti quelli che vogliono vivere piamente in Cristo Gesù saranno perseguitati;
2 Timoteo 3:13	mentre i malvagi e gli impostori andranno di male in peggio, seducendo ed essendo sedotti.
2 Timoteo 3:14	Ma tu persevera nelle cose che hai imparato e delle quali hai avuto certezza, sapendo da chi le hai imparate
2 Timoteo 3:15	e che fin da fanciullo hai avuto conoscenza degli Scritti sacri, i quali possono renderti saggio ai fini della salvezza mediante la fede che è in Cristo Gesù.
2 Timoteo 3:16	Ogni Scrittura è ispirata da Dio e utile a insegnare, a riprendere, a correggere, a educare alla rettitudine,
2 Timoteo 3:17	affinché l’uomo di Dio sia completo, attrezzato per ogni opera buona.
2 Timoteo 4:1	Io te ne scongiuro nel cospetto di Dio e di Cristo Gesù, che verrà a giudicare i vivi e i morti, per la sua apparizione e per il suo regno:
2 Timoteo 4:2	predica la Parola, insisti in ogni momento propizio e non propizio, riprendi, sgrida, esorta con grande pazienza e insegnando sempre.
2 Timoteo 4:3	Perché verrà il tempo in cui non sopporteranno la sana dottrina, ma per prurito di udire si accumuleranno insegnanti secondo le loro proprie voglie
2 Timoteo 4:4	e distoglieranno le orecchie dalla verità e si volgeranno alle favole.
2 Timoteo 4:5	Ma tu sii vigile in ogni cosa, soffri afflizioni, fa’ l’opera di evangelista, compi tutti i doveri del tuo ministero.
2 Timoteo 4:6	Quanto a me io sto per essere offerto in libagione, e il tempo della mia dipartita è giunto.
2 Timoteo 4:7	Io ho combattuto il buon combattimento, ho finito la corsa, ho serbato la fede.
2 Timoteo 4:8	Per il resto, mi è riservata la corona di rettitudine che il Signore, il giusto giudice, mi assegnerà in quel giorno; e non solo a me, ma anche a tutti quelli che avranno amato la sua apparizione.
2 Timoteo 4:9	Cerca di venire presto da me,
2 Timoteo 4:10	poiché Dema, avendo amato il tempo presente, mi ha lasciato e se n’è andato a Tessalonica. Crescente è andato in Galazia, Tito in Dalmazia. Solo Luca è con me.
2 Timoteo 4:11	Prendi Marco e portalo con te, poiché mi è molto utile per il ministero.
2 Timoteo 4:12	Quanto a Tichico, l’ho mandato a Efeso.
2 Timoteo 4:13	Quando verrai porta il mantello che ho lasciato a Troas da Carpo, e i libri, specialmente le pergamene.
2 Timoteo 4:14	Alessandro, il ramaio, mi ha fatto molto male. Il Signore gli renderà secondo le sue opere.
2 Timoteo 4:15	Da lui guardati anche tu, poiché egli ha fortemente contrastato le nostre parole.
2 Timoteo 4:16	Nella mia prima difesa nessuno si è trovato al mio fianco, ma tutti mi hanno abbandonato; non sia loro imputato.
2 Timoteo 4:17	Ma il Signore è stato con me e mi ha fortificato, affinché il Vangelo fosse per mezzo mio pienamente proclamato e tutti i Gentili lo udissero; e sono stato liberato dalla gola del leone.
2 Timoteo 4:18	Il Signore mi libererà da ogni opera malvagia e mi salverà nel suo regno celeste. A lui sia la gloria nei secoli dei secoli. Amen.
2 Timoteo 4:19	Saluta Prisca e Aquila e la famiglia di Onesiforo.
2 Timoteo 4:20	Erasto è rimasto a Corinto e Trofimo l’ho lasciato infermo a Mileto.
2 Timoteo 4:21	Cerca di venire prima dell’inverno. Ti salutano Eubulo, Pudente, Lino, e Claudia e tutti i fratelli.
