Mateo 1:1	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham:
2 Pedro 3:5	Ellos desconocen voluntariamente que los cielos existieron desde tiempo antiguo, y que la tierra surgió del agua y mediante el agua y que fue establecida por la palabra de Dios,
2 Pedro 3:6	por lo cual el mundo de entonces pereció anegado en agua.
2 Pedro 3:7	Pero los cielos y la tierra que existen ahora están reservados por la misma palabra, guardados para el fuego en el día del juicio y de la perdición de los hombres impíos.
2 Pedro 3:8	Pero, oh amados, no ignoréis esto, que para el Señor un día es como mil años y mil años como un día.
2 Pedro 3:9	El Señor no se tarda en cumplir su promesa, como algunos entienden la tardanza, sino que es paciente para con nosotros, no queriendo que ninguno perezca, sino que todos lleguen al arrepentimiento.
2 Pedro 3:10	Pero el día del Señor vendrá como ladrón en la noche; en el cual los cielos pasarán con gran estruendo, y los elementos, ardiendo, serán deshechos, y la tierra y las obras que en ella hay serán quemadas.
2 Pedro 3:11	Puesto que todas estas cosas han de ser deshechas, ¿qué clase de personas habéis de ser en santa conducta y en piedad,
2 Pedro 3:12	esperando y apresurándoos para la venida del día de Dios, en el cual los cielos, siendo encendidos, serán deshechos, y los elementos se derretirán con calor abrasador?
2 Pedro 3:13	Pero esperamos, según su promesa, cielos nuevos y tierra nueva, en los cuales more la justicia.
2 Pedro 3:14	Por lo cual, oh amados, estando en espera de estas cosas, procurad con diligencia ser hallados por él sin mácula, y sin reprensión, en paz.
2 Pedro 3:15	Y considerad como salvación la paciencia de nuestro Señor; como también nuestro amado hermano Pablo, según la sabiduría que le ha sido dada, os ha escrito,
2 Pedro 3:16	casi en todas sus epístolas, hablando en ellas de estas cosas; entre las cuales hay algunas difíciles de entender, las cuales los indoctos e inconstantes tuercen, como también las otras Escrituras, para su propia perdición.
2 Pedro 3:17	Así que vosotros, oh amados, sabiendo estas cosas de antemano, guardaos, no sea que por el error de los inicuos seáis extraviados y caigáis de vuestra firmeza.
2 Pedro 3:18	Antes bien, creced en la gracia y en el conocimiento de nuestro Señor y Salvador Jesucristo. A él sea la gloria ahora y hasta el día de la eternidad. Amén.
1 Juan 1:1	Lo que era desde el principio, lo que hemos oído, lo que hemos visto con nuestros ojos, lo que hemos contemplado y lo que palparon nuestras manos tocante al Verbo de vida
1 Juan 1:2	(porque la vida fue manifestada, y la hemos visto, y testificamos y os anunciamos la vida eterna, que estaba con el Padre y se nos ha manifestado);
1 Juan 1:3	lo que hemos visto y oído, eso os anunciamos, para que también vosotros tengáis comunión con nosotros; y nuestra comunión verdaderamente es con el Padre y con su Hijo Jesucristo.
1 Juan 1:4	Y estas cosas os escribimos, para que vuestro gozo sea completo.
1 Juan 1:5	Y este es el mensaje que hemos oído de él y que os anunciamos: Dios es luz, y en él no hay ningunas tinieblas.
1 Juan 1:6	Si decimos que tenemos comunión con él y andamos en tinieblas, mentimos y no practicamos la verdad;
1 Juan 1:7	pero si andamos en la luz, como él está en la luz, tenemos comunión los unos con los otros, y la sangre de Jesucristo, su Hijo, nos limpia de todo pecado.
1 Juan 1:8	Si decimos que no tenemos pecado, nos engañamos a nosotros mismos, y la verdad no está en nosotros.
1 Juan 1:9	Si confesamos nuestros pecados, él es fiel y justo para perdonar nuestros pecados y limpiarnos de toda maldad.
1 Juan 1:10	Si decimos que no hemos pecado, lo hacemos a él mentiroso, y su palabra no está en nosotros.
1 Juan 2:1	Hijitos míos, estas cosas os escribo para que no pequéis; pero si alguno ha pecado, abogado tenemos para con el Padre, a Jesucristo, el justo;
1 Juan 2:2	y él es la propiciación por nuestros pecados, y no solamente por los nuestros, sino también por los de todo el mundo.
1 Juan 2:3	Y en esto sabemos que nosotros le hemos conocido: si guardamos sus mandamientos.
1 Juan 2:4	El que dice: Yo le he conocido, pero no guarda sus mandamientos, el tal es mentiroso, y la verdad no está en él;
1 Juan 2:5	pero el que guarda su palabra, en él el amor de Dios verdaderamente se ha perfeccionado; por esto sabemos que estamos en él.
1 Juan 2:6	El que dice que permanece en él, debe andar como él anduvo.
1 Juan 2:7	Hermanos, no os escribo un mandamiento nuevo, sino el mandamiento antiguo que habéis tenido desde el principio; el mandamiento antiguo es la palabra que habéis oído desde el principio.
1 Juan 2:8	Por otro lado, os escribo un mandamiento nuevo, que es verdadero en él y en vosotros, porque las tinieblas van pasando y la verdadera luz ya alumbra.
1 Juan 2:9	El que dice que está en la luz y aborrece a su hermano, todavía está en tinieblas.
1 Juan 2:10	El que ama a su hermano permanece en la luz, y en él no hay tropiezo.
1 Juan 2:11	Pero el que aborrece a su hermano está en tinieblas y anda en tinieblas, y no sabe a dónde va, porque las tinieblas le han cegado los ojos.
1 Juan 2:12	Os escribo a vosotros, hijitos, porque vuestros pecados os han sido perdonados por su nombre.
1 Juan 2:13	Os escribo a vosotros, padres, porque habéis conocido al que es desde el principio. Os escribo a vosotros, jóvenes, porque habéis vencido al maligno. Os escribo a vosotros, niños, porque habéis conocido al Padre.
1 Juan 2:14	Os he escrito a vosotros, padres, porque habéis conocido al que es desde el principio. Os he escrito a vosotros, jóvenes, porque sois fuertes, y la palabra de Dios permanece en vosotros, y habéis vencido al maligno.
1 Juan 2:15	No améis al mundo ni las cosas que están en el mundo. Si alguno ama al mundo, el amor del Padre no está en él.
1 Juan 2:16	Porque todo lo que hay en el mundo, la concupiscencia de la carne, y la concupiscencia de los ojos y la soberbia de la vida, no proviene del Padre, sino del mundo.
1 Juan 2:17	Y el mundo pasa, y su concupiscencia; pero el que hace la voluntad de Dios permanece para siempre.
1 Juan 2:18	Hijitos, ya es el último tiempo; y como vosotros habéis oído que el anticristo había de venir, así ahora han surgido muchos anticristos; por esto sabemos que es el último tiempo.
1 Juan 2:19	Salieron de nosotros, pero no eran de nosotros; porque si hubieran sido de nosotros, habrían permanecido con nosotros; pero salieron para que se manifestase que no todos son de nosotros.
1 Juan 2:20	Pero vosotros tenéis la unción del Santo y conocéis todas las cosas.
1 Juan 2:21	Os he escrito, no porque ignoréis la verdad, sino porque la conocéis, y porque ninguna mentira procede de la verdad.
1 Juan 2:22	¿Quién es el mentiroso, sino el que niega que Jesús es el Cristo? Este es el anticristo: el que niega al Padre y al Hijo.
1 Juan 2:23	Todo aquel que niega al Hijo tampoco tiene al Padre. Todo aquel que confiesa al Hijo tiene también al Padre.
1 Juan 2:24	Por tanto, lo que habéis oído desde el principio permanezca en vosotros. Si lo que habéis oído desde el principio permanece en vosotros, también vosotros permaneceréis en el Hijo y en el Padre.
1 Juan 2:25	Y esta es la promesa que él nos hizo: la vida eterna.
1 Juan 2:26	Os he escrito esto sobre los que os engañan.
1 Juan 2:27	Pero la unción que vosotros recibisteis de él permanece en vosotros, y no tenéis necesidad de que ninguno os enseñe; así como la unción misma os enseña acerca de todas las cosas, y es verdadera, y no es mentira, así también como os ha enseñado, permaneced en él.
1 Juan 2:28	Y ahora, hijitos, permaneced en él para que, cuando aparezca, tengamos confianza y no seamos avergonzados ante él a su venida.
1 Juan 2:29	Si sabéis que él es justo, sabed también que todo aquel que hace justicia ha nacido de él.
1 Juan 3:1	¡Mirad cuán gran amor nos ha dado el Padre para que seamos llamados hijos de Dios! Por esto el mundo no nos conoce, porque no le conoció a él.
1 Juan 3:2	Muy amados, ahora somos hijos de Dios, y aún no se ha manifestado lo que hemos de ser; pero sabemos que cuando él aparezca, seremos semejantes a él, porque le veremos tal como él es.
1 Juan 3:3	Y todo aquel que tiene esta esperanza en él se purifica, así como él es puro.
1 Juan 3:4	Todo aquel que comete pecado traspasa también la ley, pues el pecado es transgresión de la ley.
1 Juan 3:5	Y sabéis que él apareció para quitar nuestros pecados, y que no hay pecado en él.
1 Juan 3:6	Todo aquel que permanece en él, no peca; todo aquel que peca, no le ha visto ni le ha conocido.
1 Juan 3:7	Hijitos, nadie os engañe; el que hace justicia es justo, así como él es justo.
1 Juan 3:8	El que comete pecado es del diablo, porque el diablo peca desde el principio. Para esto apareció el Hijo de Dios, para deshacer las obras del diablo.
1 Juan 3:9	Todo aquel que ha nacido de Dios no comete pecado, porque la simiente de Dios permanece en él; y no puede pecar, porque ha nacido de Dios.
1 Juan 3:10	En esto se distingue entre los hijos de Dios y los hijos del diablo: todo aquel que no hace justicia y que no ama a su hermano, no es de Dios.
1 Juan 3:11	Porque este es el mensaje que habéis oído desde el principio: Que nos amemos unos a otros.
1 Juan 3:12	No como Caín, que era del maligno y mató a su hermano. ¿Y por qué causa lo mató? Porque sus obras eran malas, y las de su hermano, justas.
1 Juan 3:13	Hermanos míos, no os asombréis si el mundo os aborrece.
1 Juan 3:14	Nosotros sabemos que hemos pasado de muerte a vida, porque amamos a los hermanos. El que no ama a su hermano permanece en la muerte.
1 Juan 3:15	Todo aquel que aborrece a su hermano es homicida; y sabéis que ningún homicida tiene permanentemente vida eterna en él.
1 Juan 3:16	En esto hemos conocido el amor de Dios, en que él puso su vida por nosotros; también nosotros debemos poner nuestras vidas por los hermanos.
1 Juan 3:17	Pero el que tiene bienes de este mundo, y ve a su hermano teniendo necesidad, y cierra contra él su corazón, ¿cómo ha de morar el amor de Dios en él?
1 Juan 3:18	Hijitos míos, no amemos de palabra ni de lengua, sino de hecho y en verdad.
1 Juan 3:19	Y en esto sabremos que somos de la verdad, y tendremos nuestros corazones confiados delante de él.
1 Juan 3:20	Porque si nuestro corazón nos condena, mayor es Dios que nuestro corazón, y él conoce todas las cosas.
1 Juan 3:21	Amados, si nuestro corazón no nos condena, confianza tenemos ante Dios;
1 Juan 3:22	y cualquier cosa que pidamos, la recibiremos de él, porque guardamos sus mandamientos y hacemos las cosas que son agradables delante de él.
1 Juan 3:23	Y este es su mandamiento: Que creamos en el nombre de su Hijo Jesucristo, y que nos amemos unos a otros como él nos lo ha mandado.
1 Juan 3:24	Y el que guarda sus mandamientos permanece en Dios, y Dios en él. Y por esto sabemos que él permanece en nosotros, por el Espíritu que nos ha dado.
1 Juan 4:1	Amados, no creáis a todo espíritu, sino discernid entre los espíritus para saber si son de Dios; porque muchos falsos profetas han salido al mundo.
1 Juan 4:2	En esto conoced el Espíritu de Dios: todo espíritu que confiesa que Jesucristo ha venido en carne es de Dios;
1 Juan 4:3	y todo espíritu que no confiesa que Jesucristo ha venido en carne, no es de Dios; y este es el espíritu del anticristo, del cual vosotros habéis oído que había de venir, y que ahora ya está en el mundo.
1 Juan 4:4	Hijitos, vosotros sois de Dios y los habéis vencido, porque el que está en vosotros es mayor que el que está en el mundo.
1 Juan 4:5	Ellos son del mundo; por eso hablan de lo del mundo, y el mundo los oye.
1 Juan 4:6	Nosotros somos de Dios; el que conoce a Dios, nos oye; el que no es de Dios, no nos oye. En esto conocemos el espíritu de verdad y el espíritu de error.
1 Juan 4:7	Amados, amémonos unos a otros, porque el amor es de Dios. Todo aquel que ama ha nacido de Dios y conoce a Dios.
1 Juan 4:8	El que no ama, no conoce a Dios, porque Dios es amor.
1 Juan 4:9	En esto se mostró el amor de Dios para con nosotros: en que Dios envió a su Hijo Unigénito al mundo para que vivamos por medio de él.
1 Juan 4:10	En esto consiste el amor: no en que nosotros hayamos amado a Dios, sino en que él nos amó a nosotros y envió a su Hijo en propiciación por nuestros pecados.
1 Juan 4:11	Amados, si Dios así nos ha amado, también nosotros debemos amarnos unos a otros.
1 Juan 4:12	Ninguno ha visto jamás a Dios. Si nos amamos unos a otros, Dios permanece en nosotros, y su amor se ha perfeccionado en nosotros.
1 Juan 4:13	En esto conocemos que permanecemos en él, y él en nosotros, en que nos ha dado de su Espíritu.
1 Juan 4:14	Y nosotros hemos visto y testificamos que el Padre ha enviado al Hijo para ser el Salvador del mundo.
1 Juan 4:15	Todo aquel que confiese que Jesús es el Hijo de Dios, Dios permanece en él, y él en Dios.
1 Juan 4:16	Y nosotros hemos conocido y creído el amor que Dios tiene para con nosotros. Dios es amor; y el que permanece en amor, permanece en Dios, y Dios en él.
1 Juan 4:17	En esto se ha perfeccionado el amor en nosotros, para que tengamos confianza en el día del juicio, pues como él es, así somos nosotros en este mundo.
