Genesi 1:1	Nel principio Dio creò i cieli e la terra.
Isaia 33:9	Il paese è nel lutto e langue; il Libano si vergogna e si intristisce; Saron è come un deserto, Basan e il Carmelo hanno perduto il fogliame.
Isaia 33:10	Ora mi alzerò, dice l’Eterno; ora sarò esaltato, ora mi ergerò in alto.
Isaia 33:11	Voi avete concepito pula, e partorirete stoppia; il vostro fiato è un fuoco che vi divorerà.
Isaia 33:12	I popoli saranno come fornaci da calce, come rovi tagliati, che si danno alle fiamme.
Isaia 33:13	O voi che siete lontani, udite quello che ho fatto! E voi che siete vicini, riconoscete la mia forza!
Isaia 33:14	I peccatori sono presi da spavento in Sion, un tremito si è impadronito degli empi: “Chi di noi potrà resistere al fuoco divorante? Chi di noi potrà resistere alle fiamme eterne?”.
Isaia 33:15	Colui che cammina per le vie della rettitudine, e parla equamente; colui che disprezza i guadagni estorti, che scuote le mani per non accettare regali, che si tura gli orecchi per non udire parlare di sangue, e chiude gli occhi per non vedere il male.
Isaia 33:16	Costui dimorerà in luoghi elevati, le rocche fortificate saranno il suo rifugio; il suo pane gli sarà dato, la sua acqua gli sarà assicurata.
Isaia 33:17	I tuoi occhi ammireranno il re nella sua bellezza, contempleranno il paese, che si estende lontano.
Isaia 33:18	Il tuo cuore mediterà sui terrori passati: “Dov’è lo scriba? Dove colui che pesava il denaro? Dove colui che teneva il conto delle torri?”.
Isaia 33:19	Tu non lo vedrai più quel popolo feroce, quel popolo dalla lingua oscura che non si intende, che balbetta una lingua che non si capisce.
Isaia 33:20	Ammira Sion, la città delle nostre solennità! I tuoi occhi vedranno Gerusalemme, soggiorno tranquillo, tenda che non sarà mai trasportata, i cui pioli non saranno mai divelti, il cui cordame non sarà mai strappato.
Isaia 33:21	Lì l’Eterno sarà per noi in tutta la sua maestà un luogo di torrenti e di larghi fiumi, dove non giunge nave da remi, dove non passa potente vascello.
Isaia 33:22	Poiché l’Eterno è il nostro giudice, l’Eterno è il nostro legislatore, l’Eterno è il nostro re, egli è colui che ci salva.
Isaia 33:23	I tuoi cordami, o nemico, sono allentati, non tengono più fermo in piedi l’albero, e non spiegano più le vele. Allora si spartirà la preda di un ricco bottino; gli stessi zoppi prenderanno parte al saccheggio.
Isaia 33:24	Nessun abitante dirà: “Io sono malato”. Il popolo che abita Sion ha ottenuto il perdono della sua iniquità.
Isaia 34:1	Accostatevi, nazioni, per ascoltare! E voi, popoli, state attenti! Ascolti la terra con ciò che la riempie, e il mondo con tutto ciò che produce!
Isaia 34:2	Poiché l’Eterno è indignato contro tutte le nazioni, è adirato contro tutti i loro eserciti; egli le vota allo sterminio, le dà in balia alla strage.
Isaia 34:3	I loro uccisi sono gettati via, i loro cadaveri esalano fetore, e i monti si sciolgono nel loro sangue.
Isaia 34:4	Tutto l’esercito del cielo si dissolve; i cieli sono arrotolati come un libro, e tutto il loro esercito cade, come cade la foglia dalla vite, come cade il fogliame morto dal fico.
Isaia 34:5	La mia spada si è inebriata nel cielo; ecco, essa sta per piombare su Edom, sul popolo che ho votato allo sterminio, per farne giustizia.
Isaia 34:6	La spada dell’Eterno è piena di sangue, è coperta di grasso, di sangue di agnelli e di capri, di grasso di reni di montoni; poiché l’Eterno fa un sacrificio a Bozra, e un gran massacro nel paese di Edom.
Isaia 34:7	Cadono con quelli i bufali, i giovenchi e i tori; il loro suolo è inebriato di sangue, la loro polvere è impregnata di grasso.
Isaia 34:8	Poiché è il giorno della vendetta dell’Eterno, l’anno della retribuzione per la causa di Sion.
Isaia 34:9	I torrenti di Edom saranno mutati in pece, e la sua polvere in zolfo, e la sua terra diventerà pece ardente.
Isaia 34:10	Non si spegnerà né di notte né di giorno, il fumo ne salirà in perpetuo; di generazione in generazione rimarrà deserta, nessuno vi passerà mai più.
Isaia 34:11	Il pellicano e il porcospino ne prenderanno possesso, la civetta e il corvo vi abiteranno; l’Eterno vi stenderà la corda della desolazione, la livella del deserto.
Isaia 34:12	Quanto ai suoi nobili, non ve ne saranno più per proclamare un re, e tutti i suoi principi saranno ridotti a nulla.
Isaia 34:13	Nei suoi palazzi cresceranno le spine; nelle sue fortezze, le ortiche ed i cardi; diventerà una dimora di sciacalli, un recinto per gli struzzi.
Isaia 34:14	Le bestie del deserto vi si incontreranno con i cani selvatici, il satiro vi chiamerà il compagno; lì lo spettro notturno farà la sua dimora, e vi troverà il suo luogo di riposo.
Isaia 34:15	Lì il serpente farà il suo nido, deporrà le sue uova, le coverà, e raccoglierà i suoi piccini sotto di sé; lì si raccoglieranno gli avvoltoi, l’uno chiamando l’altro.
Isaia 34:16	Cercate nel libro dell’Eterno, e leggete; nessuno di essi vi mancherà; nessuna sarà privata della sua compagna; poiché la sua bocca l’ha comandato, e il suo soffio li radunerà.
Isaia 34:17	Egli stesso ha tirato a sorte per essi, e la sua mano ha diviso tra loro con la corda il paese; quelli ne avranno il possesso in perpetuo, vi abiteranno di generazione in generazione.
Isaia 35:1	Il deserto e la terra arida si rallegreranno, la solitudine gioirà e fiorirà come la rosa;
Isaia 35:2	si coprirà di fiori e festeggerà con giubilo e canti d’esultanza; le sarà data la gloria del Libano, la magnificenza del Carmelo e di Saron. Essi vedranno la gloria dell’Eterno, la magnificenza del nostro Dio.
Isaia 35:3	Fortificate le mani infiacchite, rendete ferme le ginocchia vacillanti.
Isaia 35:4	Dite a quelli che hanno il cuore smarrito: “Siate forti, non temete! Ecco il vostro Dio. Verrà la vendetta, la retribuzione di Dio; verrà egli stesso a salvarvi”.
Isaia 35:5	Allora si apriranno gli occhi dei ciechi, e saranno sturati gli orecchi dei sordi;
Isaia 35:6	allora lo zoppo salterà come un cervo, e la lingua del muto canterà di gioia; perché delle acque sgorgheranno nel deserto, e dei torrenti nella solitudine;
Isaia 35:7	il miraggio diventerà un lago, e il suolo assetato un luogo di sorgenti d’acqua; nel rifugio che accoglieva gli sciacalli si avrà un luogo di canne e di giunchi.
Isaia 35:8	Lì ci sarà una strada maestra, una via che sarà chiamata “la via santa”; nessun impuro vi passerà; essa sarà per quelli soltanto; quelli che la seguiranno, anche gli insensati, non potranno smarrirvisi.
Isaia 35:9	In quella via non ci saranno leoni, nessuna bestia feroce vi metterà piede o vi apparirà, ma vi cammineranno i redenti;
Isaia 35:10	e i riscattati dall’Eterno torneranno, verranno a Sion con canti di gioia; un’allegrezza eterna coronerà il loro capo; otterranno gioia e letizia, e il dolore e il gemito fuggiranno.
Isaia 36:1	Ora avvenne, il quattordicesimo anno di re Ezechia, che Sennacherib, re d’Assiria, salì contro tutte le città fortificate di Giuda, e le prese.
Isaia 36:2	E il re d’Assiria mandò Rabshaché da Lachis a Gerusalemme da re Ezechia con un grande esercito; e Rabshaché si fermò presso l’acquedotto dello stagno superiore, sulla strada del campo del lavandaio.
Isaia 36:3	Allora Eliachim, figlio di Ilchia, prefetto del palazzo, Scebna, lo scrivano, e Ioa, figlio di Asaf, il segretario, si recarono da lui.
Isaia 36:4	E Rabshaché disse loro: “Dite ad Ezechia: ‘Così parla il gran re, il re d’Assiria: «Che fiducia è questa che tu hai?
Isaia 36:5	Io te lo dico; non sono che parole delle labbra; per la guerra ci vuole prudenza e forza; ora, in chi hai tu riposto la tua fiducia per ribellarti a me?
Isaia 36:6	Ecco, tu confidi nell’Egitto, in quel sostegno di canna rotta, che entra nella mano e la fora a chi vi si appoggia; tale è Faraone, re d’Egitto, per tutti quelli che confidano in lui.
Isaia 36:7	E se mi dici: ‹Noi confidiamo nell’Eterno, nel nostro Dio›, non è lo stesso di cui Ezechia ha soppresso gli alti luoghi e gli altari, dicendo a Giuda e a Gerusalemme: ‹Vi prostrerete dinanzi a questo altare qui?›».
Isaia 36:8	Ora dunque fa’ una scommessa con il mio signore, il re d’Assiria: io ti darò duemila cavalli, se tu puoi fornire tanti cavalieri da montarli.
Isaia 36:9	E come potresti tu far voltare le spalle a un solo capitano fra i minimi servi del mio signore? Ma tu confidi nell’Egitto per avere dei carri e dei cavalieri.
Isaia 36:10	E d’altronde è forse senza il volere dell’Eterno che io sono salito contro questo paese per distruggerlo? È stato l’Eterno che mi ha detto: «Sali contro questo paese e distruggilo»’”.
Isaia 36:11	Allora Eliachim, Scebna e Ioa dissero a Rabshaché: “Per favore, parla ai tuoi servi in lingua aramaica, poiché noi la intendiamo; e non ci parlare in lingua giudaica, in modo che il popolo che è sulle mura la oda”.
Isaia 36:12	Ma Rabshaché rispose: “Il mio signore mi ha forse mandato a dire queste parole al tuo signore e a te? Non mi ha forse mandato a dirle a questi uomini che stanno sulle mura, e che presto saranno ridotti a mangiare i loro escrementi e a bere la loro urina con voi?”.
Isaia 36:13	Poi Rabshaché si alzò in piedi e gridò con forte voce in lingua giudaica: “Ascoltate le parole del gran re, del re d’Assiria!
Isaia 36:14	Così parla il re: ‘Ezechia non vi inganni, perché egli non vi potrà liberare;
Isaia 36:15	né vi faccia Ezechia riporre la vostra fiducia nell’Eterno, dicendo: «L’Eterno ci libererà di certo; questa città non sarà data nelle mani del re d’Assiria»’.
Isaia 36:16	Non date retta ad Ezechia, perché così dice il re d’Assiria: ‘Fate la pace con me, arrendetevi, e ciascuno di voi mangerà della sua vite e del suo fico, e berrà dell’acqua della sua cisterna,
Isaia 36:17	finché io verrò a condurvi in un paese simile al vostro: paese di grano e di vino, paese di pane e di vigne.
Isaia 36:18	Guardate che Ezechia non vi seduca, dicendo: «L’Eterno ci libererà». Ha qualcuno degli dèi delle nazioni potuto liberare il suo paese dalle mani del re d’Assiria?
Isaia 36:19	Dove sono gli dèi di Amat e di Arpad? Dove sono gli dèi di Sefarvaim? Hanno essi forse liberato Samaria dalle mie mani?
Isaia 36:20	Fra tutti gli dèi di quei paesi, quali sono quelli che hanno liberato il loro paese dalle mie mani? E l’Eterno libererebbe Gerusalemme dalle mie mani?’”.
Isaia 36:21	E quelli tacquero e non risposero nulla, perché il re aveva dato quest’ordine: “Non gli rispondete”.
Isaia 36:22	Ed Eliachim, figlio di Ilchia, prefetto del palazzo, Scebna, lo scrivano, e Ioa, figlio di Asaf, il segretario, andarono da Ezechia con le vesti stracciate, e gli riferirono le parole di Rabshaché.
Isaia 37:1	Quando re Ezechia ebbe udito questo, si stracciò le vesti, si coprì con un sacco, ed entrò nella casa dell’Eterno.
Isaia 37:2	E mandò Eliachim, prefetto del palazzo, Scebna, lo scrivano, e i più anziani dei sacerdoti, coperti di sacchi, dal profeta Isaia, figlio di Amoz, i quali gli dissero:
Isaia 37:3	“Così parla Ezechia: ‘Questo giorno è giorno d’angoscia, di castigo e di onta; poiché i figli sono giunti al punto di uscire dal grembo materno, e manca la forza per partorire.
Isaia 37:4	Forse, l’Eterno, il tuo Dio, ha udito le parole di Rabshaché, che il re d’Assiria, suo signore, ha mandato a oltraggiare il Dio vivente; e forse l’Eterno, il tuo Dio, punirà le parole che ha udito. Fa’ dunque salire a Dio una preghiera per il residuo del popolo che sussiste ancora’”.
Isaia 37:5	I servi di re Ezechia si recarono dunque da Isaia.
Isaia 37:6	E Isaia disse loro: “Dite al vostro signore: ‘Così parla l’Eterno: «Non temere per le parole che hai udito, con le quali i servi del re d’Assiria mi hanno oltraggiato.
Isaia 37:7	Ecco, io stesso metterò in lui un tale spirito che, all’udire una certa notizia, egli tornerà nel suo paese; e io lo farò cadere di spada nel suo paese»’”.
Isaia 37:8	Ora Rabshaché se ne tornò, e trovò il re d’Assiria che assediava Libna; poiché aveva saputo che il suo signore era partito da Lachis.
Isaia 37:9	Allora il re d’Assiria ricevette questa notizia concernente Tiraca, re d’Etiopia: “Egli si è messo in marcia per farti guerra”. E come ebbe udito questo, inviò dei messi ad Ezechia, con questo messaggio:
Isaia 37:10	“Dite così a Ezechia, re di Giuda: ‘Il tuo Dio, nel quale confidi, non ti inganni dicendo: «Gerusalemme non sarà data nelle mani del re d’Assiria».
Isaia 37:11	Ecco, tu hai udito quello che i re d’Assiria hanno fatto a tutti gli altri paesi, votandoli allo sterminio; e tu scamperesti?
Isaia 37:12	Gli dèi delle nazioni che i miei padri distrussero, gli dèi di Gozan, di Caran, di Rezef, e dei figli di Eden che sono a Telassar, valsero forse a liberarle?
Isaia 37:13	Dove sono il re di Amat, il re di Arpad, e il re della città di Sefarvaim, e quelli di Ena e di Ivva?’”.
Isaia 37:14	Ezechia prese la lettera dalle mani dei messi, e la lesse; poi salì alla casa dell’Eterno, e la spiegò dinanzi all’Eterno.
Isaia 37:15	Ed Ezechia pregò l’Eterno, dicendo:
Isaia 37:16	“O Eterno degli eserciti, Dio d’Israele, che siedi sopra i cherubini! Tu solo sei il Dio di tutti i regni della terra; tu hai fatto il cielo e la terra.
Isaia 37:17	O Eterno, inclina il tuo orecchio, e ascolta! O Eterno, apri i tuoi occhi, e vedi! Ascolta tutte le parole che Sennacherib ha mandato a dire per oltraggiare il Dio vivente!
Isaia 37:18	È vero, o Eterno; i re d’Assiria hanno devastato tutte quelle nazioni e le loro terre,
Isaia 37:19	e hanno dato alle fiamme i loro dèi; perché quelli non erano dèi; ma erano opera di mano d’uomo, legno e pietra, e li hanno distrutti.
Isaia 37:20	Ma ora, o Eterno, o Dio nostro, liberaci dalle mani di Sennacherib, affinché tutti i regni della terra sappiano che tu solo sei l’Eterno!”.
Isaia 37:21	Allora Isaia, figlio di Amoz, mandò a dire ad Ezechia: “Così dice l’Eterno, il Dio d’Israele: ‘La preghiera che tu mi hai rivolto riguardo a Sennacherib, re d’Assiria, io l’ho udita’.
