Mateus 1:1	Livro da geração de Jesus Cristo, filho de Davi, filho de Abraão.
Apocalipse 10:8	E a voz que eu do céu tinha ouvido tornou a falar comigo, e disse: Vai, e toma o livrinho aberto da mão do anjo que está sobre o mar e sobre a terra.
Apocalipse 10:9	E fui ao anjo, dizendo-lhe: Dá-me o livrinho. E ele disse-me: Toma-o, e come-o; e ele fará amargo o teu ventre, porém na tua boca será doce como mel.
Apocalipse 10:10	E tomei o livrinho da mão do anjo, e comi-o; e na minha boca era doce como mel; e havendo-o comido, o meu ventre ficou amargo.
Apocalipse 10:11	E ele disse-me: É necessário que profetizes outra vez a muitos povos, e nações, e línguas, e reis.
Apocalipse 11:1	E foi-me dada uma cana semelhante a uma vara; e chegou o anjo, e disse: Levanta-te, e mede o templo de Deus, e o altar, e os que nele adoram.
Apocalipse 11:2	Porém deixa de fora o átrio que está fora do templo, e não o meças; porque foi dado às nações, e pisarão a santa cidade por quarenta e dois meses.
Apocalipse 11:3	E darei poder às minhas duas testemunhas, e profetizarão por mil duzentos e sessenta dias, vestidas de pano de saco.
Apocalipse 11:4	Estas são as duas oliveiras e os dois castiçais que estão diante do Deus da terra.
Apocalipse 11:5	E se alguém lhes quiser causar dano, fogo sairá da sua boca, e devorará os seus inimigos; e se alguém lhes quiser causar dano, cumpre que assim seja morto.
Apocalipse 11:6	Estes têm poder para fechar o céu, para que não chova nos dias da sua profecia; e têm poder sobre as águas para convertê-las em sangue, e para ferir a terra com toda sorte de praga, tantas vezes quantas quiserem.
Apocalipse 11:7	E quando tiverem acabado o seu testemunho, a besta que sobe do abismo lhes fará guerra, e os vencerá, e os matará.
Apocalipse 11:8	E os seus corpos mortos jazerão na praça da grande cidade que espiritualmente se chama Sodoma e Egito, onde nosso Senhor também foi crucificado.
Apocalipse 11:9	E homens de vários povos, e tribos, e línguas, e nações verão os corpos mortos deles por três dias e meio, e não permitirão que esses corpos mortos sejam postos em sepulcros.
Apocalipse 11:10	E os que habitam na terra se regozijarão sobre eles, e se alegrarão, e mandarão presentes uns aos outros; porquanto esses dois profetas tinham atormentado os que habitam sobre a terra.
Apocalipse 11:11	E depois daqueles três dias e meio o espírito da vida, vindo de Deus, entrou neles; e puseram-se sobre seus pés, e caiu grande temor sobre os que os viram.
Apocalipse 11:12	E ouviram uma grande voz do céu, que lhes dizia: Subi para cá. E subiram ao céu em uma nuvem; e os seus inimigos os viram.
Apocalipse 11:13	E naquela mesma hora houve um grande terremoto, e caiu a décima parte da cidade, e no terremoto foram mortos sete mil homens; e os demais ficaram muito atemorizados, e deram glória ao Deus do céu.
Apocalipse 11:14	É passado o segundo ai; eis que o terceiro ai vem sem demora.
Apocalipse 11:15	E tocou o sétimo anjo a sua trombeta, e houve no céu grandes vozes, que diziam: Os reinos do mundo tornaram-se de nosso Senhor e do seu Cristo, e ele reinará para todo o sempre.
Apocalipse 11:16	E os vinte e quatro anciãos, que estão assentados em seus tronos diante de Deus, prostraram-se sobre seu rosto, e adoraram a Deus,
Apocalipse 11:17	Dizendo: Graças te damos, Senhor Deus Todo-Poderoso, que és, e que eras, e que hás de vir, que assumiste o teu grande poder, e reinaste.
Apocalipse 11:18	E iraram-se as nações, e veio a tua ira, e o tempo dos mortos, para que sejam julgados, e para dares o galardão aos profetas, teus servos, e aos santos, e aos que temem o teu nome, a pequenos e a grandes, e para destruir os que destroem a terra.
Apocalipse 11:19	E abriu-se no céu o templo de Deus, e a arca da sua aliança foi vista no seu templo; e houve relâmpagos, e vozes, e trovões, e terremotos e grande saraiva.
Apocalipse 12:1	E viu-se um grande sinal no céu: uma mulher vestida de sol, e a lua debaixo dos seus pés, e uma coroa de doze estrelas sobre a sua cabeça.
Apocalipse 12:2	E estava grávida, e gritava, com dores de parto, e com ânsias de dar à luz.
Apocalipse 12:3	E viu-se outro sinal no céu; e eis que era um grande dragão vermelho, que tinha sete cabeças e dez chifres, e sobre as suas cabeças, sete diademas.
Apocalipse 12:4	E a sua cauda levava após si a terça parte das estrelas do céu, e lançou-as sobre a terra; e o dragão parou diante da mulher que havia de dar à luz, para que, dando ela à luz, lhe devorasse o filho.
Apocalipse 12:5	E ela deu à luz um filho homem, que há de reger todas as nações com vara de ferro; e o seu filho foi arrebatado para Deus e para o seu trono.
Apocalipse 12:6	E a mulher fugiu para o deserto, onde já tinha lugar preparado por Deus, para que lá fosse alimentada durante mil duzentos e sessenta dias.
Apocalipse 12:7	E houve batalha no céu: Miguel e os seus anjos batalhavam contra o dragão, e o dragão e os seus anjos batalhavam;
Apocalipse 12:8	Mas não prevaleceram, nem mais o seu lugar se achou nos céus.
Apocalipse 12:9	E foi expulso o grande dragão, a antiga serpente, chamada o Diabo e Satanás, que engana todo o mundo; ele foi lançado na terra, e os seus anjos foram lançados com ele.
Apocalipse 12:10	E ouvi uma grande voz no céu, que dizia: Agora chegada está a salvação, e a força, e o reino do nosso Deus, e o poder do seu Cristo; porque já o acusador de nossos irmãos foi expulso, o qual diante do nosso Deus os acusava de dia e de noite.
Apocalipse 12:11	E eles o venceram pelo sangue do Cordeiro e pela palavra do seu testemunho; e não amaram a sua vida até a morte.
Apocalipse 12:12	Pelo que alegrai-vos, ó céus, e os que neles habitais. Ai dos que habitam na terra e no mar! porque o diabo desceu a vós, e tem grande ira, já sabendo ele que tem pouco tempo.
Apocalipse 12:13	E quando o dragão viu que fora lançado na terra, perseguiu a mulher que dera à luz o filho homem.
Apocalipse 12:14	E foram dadas à mulher duas asas de uma grande águia, para que voasse ao deserto, ao seu lugar, onde é sustentada por um tempo, e tempos, e metade de um tempo, fora da vista da serpente.
Apocalipse 12:15	E a serpente lançou da sua boca, atrás da mulher, água como um rio, para que pelo rio a fizesse arrebatar.
Apocalipse 12:16	E a terra ajudou a mulher; e a terra abriu a sua boca, e tragou o rio que o dragão lançara da sua boca.
Apocalipse 12:17	E o dragão irou-se contra a mulher, e foi fazer guerra contra os remanescentes da sua semente, que guardam os mandamentos de Deus, e têm o testemunho de Jesus Cristo.
Apocalipse 13:1	E eu pus-me sobre a areia do mar, e vi subir do mar uma besta que tinha sete cabeças e dez chifres, e sobre os seus chifres, dez diademas, e sobre as suas cabeças, um nome de blasfêmia.
Apocalipse 13:2	E a besta que vi era semelhante ao leopardo, e os seus pés, como de urso, e a sua boca, como de leão; e o dragão deu-lhe o seu poder, e o seu trono, e grande poderio.
Apocalipse 13:3	E vi uma de suas cabeças como que ferida de morte, e a sua chaga mortal foi curada; e toda a terra se maravilhou após a besta.
Apocalipse 13:4	E adoraram o dragão que deu à besta o seu poder; e adoraram a besta, dizendo: Quem é semelhante à besta? quem poderá batalhar contra ela?
Apocalipse 13:5	E deu-se-lhe boca para falar grandes coisas e blasfêmias; e deu-se-lhe poder para assim o fazer durante quarenta e dois meses.
Apocalipse 13:6	E abriu a sua boca em blasfêmias contra Deus, para blasfemar do seu nome, e do seu tabernáculo, e dos que habitam no céu.
Apocalipse 13:7	E deu-se-lhe poder para fazer guerra aos santos, e vencê-los; e deu-se-lhe poder sobre toda tribo, e língua, e nação.
Apocalipse 13:8	E adoraram-na todos os que habitam sobre a terra, cujos nomes não estão escritos no livro da vida do Cordeiro morto desde a fundação do mundo.
Apocalipse 13:9	Se alguém tem ouvidos, ouça.
Apocalipse 13:10	Se alguém leva em cativeiro, em cativeiro irá; se alguém matar à espada, necessário é que à espada seja morto. Aqui estão a paciência e a fé dos santos.
Apocalipse 13:11	E vi subir da terra outra besta, e tinha dois chifres semelhantes aos de cordeiro; e falava como o dragão.
Apocalipse 13:12	E exerce todo o poder da primeira besta na sua presença, e faz que a terra e os que nela habitam adorem a primeira besta, cuja chaga mortal fora curada.
Apocalipse 13:13	E faz grandes sinais, de maneira que até fogo faz descer do céu à terra, diante dos homens.
Apocalipse 13:14	E engana os que habitam na terra com sinais que lhe foi permitido que fizesse em presença da besta, dizendo aos que habitam na terra que fizessem uma imagem à besta que recebera a ferida da espada e vivia.
Apocalipse 13:15	E foi-lhe concedido que desse espírito à imagem da besta, para que também a imagem da besta falasse, e fizesse que fossem mortos todos os que não adorassem a imagem da besta.
Apocalipse 13:16	E faz que todos, pequenos e grandes, ricos e pobres, livres e servos ponham um sinal na sua mão direita, ou na sua testa;
Apocalipse 13:17	E que ninguém possa comprar ou vender, senão aquele que tiver o sinal, ou o nome da besta, ou o número do seu nome.
Apocalipse 13:18	Aqui está a sabedoria. Aquele que tem entendimento, conte o número da besta, porque é o número de um homem, e o seu número é seiscentos e sessenta e seis.
Apocalipse 14:1	E olhei, e eis que estava o Cordeiro sobre o monte Sião, e com ele cento e quarenta e quatro mil, que em sua testa tinham escrito o nome de seu Pai.
Apocalipse 14:2	E ouvi uma voz do céu, como a voz de muitas águas, e como a voz de um grande trovão; e ouvi uma voz de harpistas, que tocavam com as suas harpas.
Apocalipse 14:3	E cantavam um cântico novo diante do trono, e diante dos quatro animais e dos anciãos; e ninguém podia aprender aquele cântico, senão os cento e quarenta e quatro mil que foram comprados da terra.
Apocalipse 14:4	Estes são os que não estão contaminados com mulheres, porque são virgens. Estes são os que seguem o Cordeiro para onde quer que vá. Estes são os que dentre os homens foram comprados como primícias para Deus e para o Cordeiro.
Apocalipse 14:5	E na sua boca não se achou dolo, porque são irrepreensíveis diante do trono de Deus.
Apocalipse 14:6	E vi outro anjo voar pelo meio do céu, e tinha o evangelho eterno, para proclamá-lo aos que habitam sobre a terra, e a toda nação, e tribo, e língua, e povo,
Apocalipse 14:7	Dizendo com grande voz: Temei a Deus, e dai-lhe glória, porque vinda é a hora do seu juízo. E adorai aquele que fez o céu, e a terra, e o mar, e as fontes das águas.
Apocalipse 14:8	E outro anjo seguiu, dizendo: Caiu, caiu Babilônia, aquela grande cidade, porque a todas as nações deu a beber do vinho da ira da sua fornicação.
Apocalipse 14:9	E seguiu-os o terceiro anjo, dizendo com grande voz: Se alguém adorar a besta, e a sua imagem, e receber o sinal na sua testa, ou na sua mão,
Apocalipse 14:10	Também o tal beberá do vinho da ira de Deus, que se verteu puro no cálice da sua ira; e será atormentado com fogo e enxofre diante dos santos anjos e diante do Cordeiro.
Apocalipse 14:11	E a fumaça do seu tormento sobe para todo o sempre; e não têm repouso nem de dia nem de noite os que adoram a besta e a sua imagem, e aquele que receber o sinal do seu nome.
Apocalipse 14:12	Aqui está a paciência dos santos; aqui estão os que guardam os mandamentos de Deus e a fé em Jesus.
Apocalipse 14:13	E ouvi uma voz do céu, que me dizia: Escreve: Bem-aventurados os mortos que desde agora morrem no Senhor. Sim, diz o Espírito, para que descansem dos seus trabalhos, e as suas obras os sigam.
Apocalipse 14:14	E olhei, e eis uma nuvem branca, e assentado sobre a nuvem um semelhante ao Filho do Homem, que tinha sobre a sua cabeça uma coroa de ouro, e na sua mão, uma foice afiada.
Apocalipse 14:15	E outro anjo saiu do templo, clamando com grande voz ao que estava assentado sobre a nuvem: Lança a tua foice, e ceifa; pois já é vinda a hora de ceifar, porquanto já a seara da terra está madura.
Apocalipse 14:16	E aquele que estava assentado sobre a nuvem lançou a sua foice à terra, e a terra foi ceifada.
Apocalipse 14:17	E saiu do templo, que está no céu, outro anjo, o qual também tinha uma foice afiada.
Apocalipse 14:18	E saiu do altar outro anjo, que tinha poder sobre o fogo, e clamou com grande voz ao que tinha a foice afiada, dizendo: Lança a tua foice afiada, e vindima os cachos da vinha da terra, porque já as suas uvas estão maduras.
Apocalipse 14:19	E o anjo lançou a sua foice à terra e vindimou as uvas da vinha da terra, e lançou-as no grande lagar da ira de Deus.
Apocalipse 14:20	E o lagar foi pisado fora da cidade, e saiu sangue do lagar até os freios dos cavalos, pelo espaço de mil e seiscentos estádios.
Apocalipse 15:1	E vi outro grande e admirável sinal no céu: sete anjos, que tinham as sete últimas pragas, porque nelas é consumada a ira de Deus.
Apocalipse 15:2	E vi como que um mar de vidro misturado com fogo; e os vencedores da besta, e da sua imagem, e do seu sinal, e do número do seu nome, que estavam junto ao mar de vidro, e tinham as harpas de Deus.
Apocalipse 15:3	E cantavam o cântico de Moisés, o servo de Deus, e o cântico do Cordeiro, dizendo: Grandes e maravilhosas são as tuas obras, Senhor Deus Todo-Poderoso! Justos e verdadeiros são os teus caminhos, ó Rei dos santos!
Apocalipse 15:4	Quem não te temerá, ó Senhor, e não magnificará o teu nome? Porque só tu és santo; por isso todas as nações virão, e adorarão diante de ti, porque os teus juízos são manifestos.
Apocalipse 15:5	E depois disso olhei, e eis que o templo do tabernáculo do testemunho se abriu no céu.
Apocalipse 15:6	E os sete anjos que tinham as sete pragas saíram do templo, vestidos de linho puro e resplandecente, e cingidos com cintos de ouro ao redor do peito.
Apocalipse 15:7	E um dos quatro animais deu aos sete anjos sete taças de ouro, cheias da ira de Deus, que vive para todo o sempre.
Apocalipse 15:8	E o templo encheu-se com a fumaça da glória de Deus e do seu poder; e ninguém podia entrar no templo, até que se consumassem as sete pragas dos sete anjos.
Apocalipse 16:1	E ouvi do templo uma grande voz, que dizia aos sete anjos: Ide, e derramai sobre a terra as sete taças da ira de Deus.
Apocalipse 16:2	E foi o primeiro, e derramou a sua taça sobre a terra, e fez-se uma chaga má e maligna nos homens que tinham o sinal da besta e que adoravam a sua imagem.
