Gênesis 1:1	No princípio, Deus criou os céus e a terra.
Ezequiel 43:10	Tu, pois, ó filho do homem, mostra à casa de Israel esta casa, para que se envergonhe das suas maldades e meça o modelo dela.
Ezequiel 43:11	E envergonhando-se eles de tudo quanto fizeram, faze-lhes saber a forma desta casa, e a sua figura, e as suas saídas, e as suas entradas, e todas as suas formas, e todos os seus estatutos, todas as suas formas, e todas as suas leis; e escreve-as aos seus olhos, para que guardem toda a sua forma, e todos os seus estatutos, e os cumpram.
Ezequiel 43:12	Esta é a lei da casa: Sobre o cume do monte todo o seu contorno em redor será santíssimo; eis que esta é a lei da casa.
Ezequiel 43:13	E estas são as medidas do altar, em côvados; o côvado é um côvado e um palmo; e a base de um côvado de altura, e um côvado de largura, e o seu contorno da sua borda ao redor, de um palmo; e esta é a base do altar.
Ezequiel 43:14	E da base desde a terra até a saliência de baixo, dois côvados, e de largura, um côvado; e desde a pequena saliência até a saliência grande, quatro côvados, e a largura, de um côvado.
Ezequiel 43:15	E o altar, de quatro côvados; e desde o altar e para cima havia quatro chifres.
Ezequiel 43:16	E o altar terá doze côvados de comprimento, e doze de largura, quadrado nos quatro lados.
Ezequiel 43:17	E a saliência, quatorze côvados de comprimento, e quatorze de largura, nos seus quatro lados; e o contorno, ao redor dela, de meio côvado, e a base dela, de um côvado, ao redor; e os seus degraus davam para o oriente.
Ezequiel 43:18	E me disse: Filho do homem, assim diz o Senhor Deus: Estes são os estatutos do altar, no dia em que o farão, para oferecer sobre ele holocausto e para aspergir sobre ele sangue.
Ezequiel 43:19	E aos sacerdotes levitas, que são da semente de Zadoque, que se chegam a mim (diz o Senhor Deus) para me servirem, darás um bezerro, para oferta pelo pecado.
Ezequiel 43:20	E tomarás do seu sangue, e o porás sobre os seus quatro chifres, e nos quatro cantos da saliência, e no contorno ao redor; assim o purificarás e o expiarás.
Ezequiel 43:21	Então tomarás o bezerro da oferta pelo pecado, e ele o queimará no lugar da casa para isso destinado, fora do lugar santo.
Ezequiel 43:22	E no segundo dia oferecerás um bode, sem mancha, para oferta pelo pecado; e purificarão o altar, como o purificaram com o bezerro.
Ezequiel 43:23	E acabando tu de o purificar, oferecerás um bezerro, sem mancha, e um carneiro do rebanho, sem mancha.
Ezequiel 43:24	E os oferecerás perante a face do Senhor; e os sacerdotes deitarão sal sobre eles, e os oferecerão em holocausto ao Senhor.
Ezequiel 43:25	Por sete dias prepararás um bode como oferta pelo pecado a cada dia; também prepararão um bezerro, e um carneiro do rebanho, sem mancha.
Ezequiel 43:26	Por sete dias expiarão o altar, e o purificarão, e assim se consagrarão.
Ezequiel 43:27	E cumprindo eles estes dias, acontecerá que, ao oitavo dia, e dali em diante, prepararão os sacerdotes sobre o altar os vossos holocaustos e os vossos sacrifícios pacíficos; e eu me deleitarei em vós, diz o Senhor Deus.
Ezequiel 44:1	Então me fez voltar para o caminho da porta do santuário exterior, que dá para o oriente, a qual estava fechada.
Ezequiel 44:2	E disse-me o Senhor: Esta porta estará fechada, não se abrirá, nem ninguém entrará por ela; porquanto o Senhor Deus de Israel entrou por ela, por isso estará fechada.
Ezequiel 44:3	O príncipe, o príncipe, ele se assentará nela, para comer o pão diante do Senhor; pelo caminho do vestíbulo da porta entrará, e pelo mesmo caminho sairá.
Ezequiel 44:4	Depois me levou pelo caminho da porta do norte, diante da casa; e olhei, e eis que a glória do Senhor encheu a casa do Senhor; então caí sobre o meu rosto.
Ezequiel 44:5	E disse-me o Senhor: Filho do homem, pondera no teu coração, e olha com os teus olhos, e ouve com os teus ouvidos tudo quanto eu falar contigo de todos os estatutos da casa do Senhor, e de todas as suas leis; e considera no teu coração quem entra na casa, e todos os que saem do santuário.
Ezequiel 44:6	E dize ao rebelde, à casa de Israel: Assim diz o Senhor Deus: Bastem-vos todas as vossas abominações, ó casa de Israel!
Ezequiel 44:7	Porque introduzistes estrangeiros, incircuncisos de coração e incircuncisos de carne, para estarem no meu santuário, para o profanarem em minha casa, quando ofereceis o meu pão, a gordura, e o sangue; e eles invalidaram o meu convênio, por causa de todas as vossas abominações.
Ezequiel 44:8	E não guardastes a ordenança das minhas coisas sagradas; antes vos constituistes a vós mesmos guardas da minha ordenança no meu santuário.
Ezequiel 44:9	Assim diz o Senhor Deus: Nenhum estrangeiro, incircunciso de coração nem incircunciso de carne, entrará no meu santuário, dentre os estrangeiros que se acharem no meio dos filhos de Israel.
Ezequiel 44:10	Mas os levitas que se apartaram para longe de mim, quando Israel andava errante, os quais andavam errantes, desviados de mim, por irem atrás dos seus ídolos, bem levarão sobre si a sua iniquidade.
Ezequiel 44:11	Contudo serão ministros no meu santuário, nos ofícios das portas da casa, e servirão à casa; eles matarão o holocausto, e o sacrifício para o povo, e eles estarão perante eles, para os servir.
Ezequiel 44:12	Porque lhes ministraram diante dos seus ídolos, e serviram à casa de Israel de tropeço de maldade; por isso eu levantei a minha mão em juramento contra eles, diz o Senhor Deus, e eles levarão sobre si a sua iniquidade.
Ezequiel 44:13	E não se chegarão a mim, para me servirem no sacerdócio, nem para se chegarem a alguma de todas as minhas coisas sagradas, ao lugar santíssimo, mas levarão sobre si a sua vergonha e as suas abominações que cometeram.
Ezequiel 44:14	Contudo, os encarregarei da ordenança da casa, em todo o seu serviço, e em tudo o que nela se fizer.
Ezequiel 44:15	Mas os sacerdotes levíticos, os filhos de Zadoque, que guardaram a ordenança do meu santuário quando os filhos de Israel se desviaram de mim, eles se chegarão a mim, para me servirem, e estarão diante de mim, para me oferecerem a gordura e o sangue, diz o Senhor Deus.
Ezequiel 44:16	Eles entrarão no meu santuário, e eles se chegarão à minha mesa, para me servirem, e guardarão a minha ordenança.
Ezequiel 44:17	E acontecerá que, quando entrarem pelas portas do átrio interior, se vestirão de vestiduras de linho; e não se porá lã sobre eles, quando servirem nas portas do átrio interior, e dentro.
Ezequiel 44:18	Barretes de linho estarão sobre a cabeça deles, e calções de linho estarão sobre os seus lombos; não se cingirão de modo que lhes venha suor.
Ezequiel 44:19	E saindo eles ao átrio exterior, ao átrio exterior ao povo, despirão as suas vestiduras com que eles ministraram, e as porão nas santas câmaras, e se vestirão de outras vestes, para que não santifiquem o povo estando com as suas vestiduras.
Ezequiel 44:20	E a sua cabeça não raparão, nem deixarão crescer o seu cabelo; antes, como convém, tosquiarão a sua cabeça.
Ezequiel 44:21	E nenhum sacerdote beberá vinho quando entrar no átrio interior.
Ezequiel 44:22	E eles não se casarão nem com viúva nem com repudiada, mas tomarão virgens da semente da casa de Israel, ou viúva que for viúva de sacerdote.
Ezequiel 44:23	E a meu povo ensinarão a diferença entre o santo e o profano, e lhe farão saber a diferença entre o impuro e o puro.
Ezequiel 44:24	E quando houver contenda, eles estarão presentes para a julgarem; pelos meus juízos a julgarão; e as minhas leis e os meus estatutos em todas as minhas solenidades guardarão, e os meus sábados santificarão.
Ezequiel 44:25	E eles não se aproximarão de homem morto, para se contaminarem; mas por pai, ou por mãe, ou por filho, ou por filha, ou por irmão, ou por irmã que não tiver marido, se poderão contaminar.
Ezequiel 44:26	E depois da sua purificação lhe contarão sete dias.
Ezequiel 44:27	E no dia em que ele entrar no lugar santo, no átrio interior, para ministrar no lugar santo, oferecerá a sua oferta pelo pecado, diz o Senhor Deus.
Ezequiel 44:28	E isto lhes será por herança: eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.
Ezequiel 44:29	A oferta de manjares, e a oferta pelo pecado, e a oferta pela culpa eles comerão; e toda coisa consagrada em Israel será deles.
Ezequiel 44:30	E as primícias de todos os primeiros frutos de tudo, e toda oferta de todas as vossas ofertas serão dos sacerdotes; também as primeiras das vossas massas dareis ao sacerdote; para que faça repousar a bênção sobre a tua casa.
Ezequiel 44:31	Nenhuma coisa, que de si mesma haja morrido ou haja sido arrebatada de aves e de animais, comerão os sacerdotes.
Ezequiel 45:1	Quando, pois, repartirdes a terra por sortes em herança, oferecereis uma oferta ao Senhor, um lugar santo da terra; o comprimento será o comprimento de vinte e cinco mil canas de medir, e a largura, de dez mil; este será santo em todo o seu contorno ao redor.
Ezequiel 45:2	Desse serão para o santuário quinhentas com mais quinhentas, em quadrado ao redor, e terá em redor uma área aberta de cinquenta côvados.
Ezequiel 45:3	E desta medida medirás o comprimento de vinte e cinco mil côvados, e a largura, de dez mil; e ali estarão o santuário e o lugar santíssimo.
Ezequiel 45:4	Este será o lugar santo da terra; ele será para os sacerdotes que administram o santuário e se aproximam para servir ao Senhor; e lhes servirá de lugar para casas, e de lugar santo, para o santuário.
Ezequiel 45:5	E terão os levitas, ministros da casa, em possessão sua, vinte e cinco mil medidas de comprimento, para vinte câmaras.
Ezequiel 45:6	E para possessão da cidade, de largura dareis cinco mil canas, e de comprimento, vinte e cinco mil, defronte da oferta santa; o que será para toda a casa de Israel.
Ezequiel 45:7	O príncipe, porém, terá a sua parte deste e do outro lado da santa oferta, e da possessão da cidade, diante da santa oferta, e diante da possessão da cidade, da esquina ocidental para o ocidente, e da esquina oriental para o oriente; e será o comprimento, defronte de uma das partes, desde o termo ocidental até o termo oriental.
Ezequiel 45:8	E esta terra será a sua possessão em Israel; e os meus príncipes nunca mais oprimirão o meu povo, antes deixarão a terra à casa de Israel, conforme as suas tribos.
Ezequiel 45:9	Assim diz o Senhor Deus: Já vos baste, ó príncipes de Israel; afastai a violência e a assolação, e praticai juízo e justiça; tirai as vossas imposições do meu povo, diz o Senhor Deus.
Ezequiel 45:10	Balanças justas, e efa justo, e bato justo tereis.
Ezequiel 45:11	O efa e o bato serão de uma mesma medida, de maneira que o bato contenha a décima parte do ômer, e o efa, a décima parte do ômer; conforme o ômer será a sua medida.
Ezequiel 45:12	E o siclo será de vinte geras; vinte siclos, vinte e cinco siclos, e quinze siclos vos servirão de um arrátel.
Ezequiel 45:13	Esta será a oferta que haveis de oferecer: a sexta parte de um efa de cada ômer de trigo; também dareis a sexta parte de um efa de cada ômer de cevada.
Ezequiel 45:14	Quanto ao estatuto do azeite, de cada bato de azeite oferecereis a décima parte de um bato tirado de um coro, que é um ômer de dez batos; porque dez batos fazem um ômer.
Ezequiel 45:15	E um cordeiro do rebanho, de cada duzentos, da mais regada terra de Israel, para oferta de manjares, e para holocausto, e para sacrifício pacífico; para fazer expiação por eles, diz o Senhor Deus.
Ezequiel 45:16	Todo o povo da terra contribuirá para esta oferta, pelo príncipe em Israel.
Ezequiel 45:17	E estarão a cargo do príncipe os holocaustos, e as ofertas de manjares, e as libações, nas festas, e nas luas novas, e nos sábados, em todas as festividades solenes da casa de Israel; ele preparará a oferta pelo pecado, e a oferta de manjares, e o holocausto, e as ofertas pacíficas, para fazer expiação pela casa de Israel.
Ezequiel 45:18	Assim diz o Senhor Deus: No primeiro mês, no primeiro dia do mês, tomarás um bezerro sem mancha, e purificarás o santuário.
Ezequiel 45:19	E o sacerdote tomará do sangue da oferta pelo pecado, e porá dele nas ombreiras da casa, e nos quatro cantos da saliência do altar, e nas ombreiras da porta do átrio interior.
Ezequiel 45:20	Assim também farás no sétimo dia do mês, por causa dos que erram, e por causa dos simples; assim fareis expiação pela casa.
Ezequiel 45:21	No primeiro mês, no dia quatorze do mês, tereis a páscoa, uma festa de sete dias; pão ázimo se comerá.
Ezequiel 45:22	E o príncipe no mesmo dia, por si e por todo o povo da terra, preparará um bezerro como oferta pelo pecado.
Ezequiel 45:23	E nos sete dias da festa preparará um holocausto ao Senhor, de sete bezerros e sete carneiros sem mancha, cada dia durante os sete dias; e a oferta pelo pecado de um bode a cada dia.
Ezequiel 45:24	Também preparará uma oferta de manjares, a saber, um efa para cada bezerro, e um efa para cada carneiro, e um him de azeite para cada efa.
